traveler_id,name,nationality,gender,age,synthetic,persona_match,base_city,base_country,base_country_code,base_inference,base_region,base_detailed_region,home_airport,trip_count,distinct_destinations,first_year,last_year,trips_per_year,cold_start,pref_unesco,pref_michelin,pref_weather,pref_allocentric,pref_holiday,pref_beach,pref_ski,scored_trips,median_duration_days,median_accommodation_cost,median_transportation_cost,first_class_share,loyalist_carrier,tag_labels,home_airport_is_hub,distinct_carriers,entropy,entropy_norm_global,region_entropy_norm_global,tag_count,month_share_january,month_share_february,month_share_march,month_share_april,month_share_may,month_share_june,month_share_july,month_share_august,month_share_september,month_share_october,month_share_november,month_share_december
mavis-gallant,Mavis Gallant,Canadian,Female,31,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.671,0.993,0.793,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1200.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
maya-angelou,Maya Angelou,American,Female,35,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.671,0.993,0.742,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1200.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
miguel-de-cervantes,Miguel de Cervantes,Spanish,Male,36,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,1,1,2024,2024,1.0,1,0.578,0.769,0.776,0.2642,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,800.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miles-franklin,Miles Franklin,Australian,Female,33,0,nationality,Melbourne,Australia,AU,avoided_visited,Oceania,Australia and New Zealand,,1,1,2023,2023,1.0,1,0.458,0.0,0.749,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,500.0,1200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mordecai-richler,Mordecai Richler,Canadian,Male,33,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.458,0.0,0.668,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,800.0,150.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
na-hye-sok,Na Hye-sok,South Korea,Female,29,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2024,2024,1.0,1,0.289,0.0,0.69,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1200.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
natalia-ginzburg,Natalia Ginzburg,Italian,Female,33,0,nationality,Milan,Italy,IT,avoided_visited,Europe,Southern Europe,,1,1,2024,2024,1.0,1,0.867,0.727,0.82,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,800.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nguyen-du,Nguyen Du,Vietnamese,Male,26,0,nationality,Ho Chi Minh City,Vietnam,VN,primary,Asia,South-eastern Asia,,1,1,2022,2022,1.0,1,0.0,0.847,0.759,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,400.0,100.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhok-them,Nhok Them,Cambodia,Male,33,0,nationality,Siem Reap,Cambodia,KH,avoided_visited,Asia,South-eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.0,0.603,0.6823,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,200.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nieh-hualing,Nieh Hualing,Taiwan,Female,30,0,nationality,Taipei,Taiwan,TW,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.0,0.714,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1500.0,1200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nikos-kazantzakis,Nikos Kazantzakis,Greece,Male,27,0,nationality,Athens,Greece,GR,primary,Europe,Southern Europe,,1,1,2022,2022,1.0,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",7.0,1000.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
no-cheon-myeong,No Cheon-myeong,South Korea,Female,28,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.999,0.699,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,800.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
oriana-fallaci,Oriana Fallaci,Italian,Female,29,0,nationality,Milan,Italy,IT,avoided_visited,Europe,Southern Europe,,1,1,2023,2023,1.0,1,0.867,0.727,0.74,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,700.0,80.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ousha-bint-khalifa-al-suwaidi,Ousha bint Khalifa Al Suwaidi,Emirati,Female,24,0,nationality,Abu Dhabi,United Arab Emirates,AE,avoided_visited,Asia,Western Asia,,1,1,2022,2022,1.0,1,0.0,0.748,0.801,0.2951,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1000.0,800.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
park-kyong-ni,Park Kyong-ni,Korean,Female,29,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.0,0.69,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,500.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
park-wan-suh,Park Wan-suh,Korean,Female,35,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.458,0.562,0.818,0.3849,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,700.0,900.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pramoedya-ananta-toer,Pramoedya Ananta Toer,Indonesian,Male,33,0,nationality,Jakarta,Indonesia,ID,primary,Asia,South-eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.0,0.741,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",11.0,1500.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabindranath-tagore,Rabindranath Tagore,Indian,Male,40,0,nationality,Mumbai,India,IN,primary,Asia,Southern Asia,,1,1,2023,2023,1.0,1,0.0,0.847,0.625,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,400.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
robert-frost,Robert Frost,American,Male,60,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2024,2024,1.0,1,0.458,0.936,0.78,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1500.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
robert-louis-stevenson,Robert Louis Stevenson,Scottish,Male,32,0,nationality,Glasgow,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2024,2024,1.0,1,0.578,0.622,0.685,0.3521,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,900.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
robertson-davies,Robertson Davies,Canadian,Male,47,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.671,0.993,0.758,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1200.0,500.0,0.0,,,,0,,,0.2242,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosalia-de-castro,Rosalia de Castro,Spanish,Female,31,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,1,1,2023,2023,1.0,1,0.578,0.769,0.799,0.2642,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,900.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rosario-castellanos,Rosario Castellanos,Mexican,Female,42,0,nationality,Mexico City,Mexico,MX,primary,Americas,Central America,,1,1,2023,2023,1.0,1,0.0,0.283,0.775,0.3101,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,800.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rudyard-kipling,Rudyard Kipling,British,Male,46,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.671,0.993,0.78,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1200.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sanmao,Sanmao,Taiwanese,Female,25,0,nationality,Taipei,Taiwan,TW,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.289,0.0,0.673,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,600.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
saul-bellow,Saul Bellow,American,Male,25,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2024,2024,1.0,1,0.458,0.936,0.747,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1000.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shen-congwen,Shen Congwen,Chinese,Male,34,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.0,0.847,0.625,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,2000.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
shin-saimdang,Shin Saimdang,Korean,Female,28,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2021,2021,1.0,1,0.289,0.999,0.757,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,500.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
simone-de-beauvoir,Simone de Beauvoir,French,Female,39,0,nationality,Lyon,France,FR,avoided_visited,Europe,Western Europe,,1,1,2024,2024,1.0,1,0.671,0.993,0.766,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1100.0,200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sinclair-lewis,Sinclair Lewis,American,Male,41,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2025,2025,1.0,1,0.867,0.727,0.752,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,100.0,,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sor-juana-ines-de-la-cruz,Sor Juana Ines de la Cruz,Mexican,Female,27,0,nationality,Mexico City,Mexico,MX,primary,Americas,Central America,,1,1,2024,2024,1.0,1,0.0,0.283,0.775,0.3101,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1000.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sultan-bin-ali-al-owais,Sultan bin Ali Al Owais,Emirati,Male,39,0,nationality,Abu Dhabi,United Arab Emirates,AE,avoided_visited,Asia,Western Asia,,1,1,2024,2024,1.0,1,0.0,0.748,0.804,0.2951,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,2500.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thomas-mann,Thomas Mann,German,Male,48,0,nationality,Munich,Germany,DE,avoided_visited,Europe,Western Europe,,1,1,2024,2024,1.0,1,0.671,0.695,0.706,0.3517,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,1400.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
toni-morrison,Toni Morrison,American,Female,32,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.289,0.999,0.777,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,1000.0,700.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virginia-woolf,Virginia Woolf,United Kingdom,Female,38,0,nationality,Manchester,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2022,2022,1.0,1,0.671,0.954,0.79,0.1327,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,900.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
walt-whitman,Walt Whitman,American,Male,41,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.458,0.936,0.75,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1500.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
william-golding,William Golding,British,Male,55,0,nationality,Manchester,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.671,0.954,0.785,0.1327,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,900.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
william-shakespeare,William Shakespeare,British,Male,35,0,nationality,Manchester,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2024,2024,1.0,1,0.671,0.954,0.785,0.1327,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1000.0,200.0,0.0,,,,0,,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xiao-hong,Xiao Hong,Chinese,Female,28,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.999,0.737,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,500.0,900.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
xuan-quynh,Xuan Quynh,Vietnamese,Female,24,0,nationality,Ho Chi Minh City,Vietnam,VN,primary,Asia,South-eastern Asia,,1,1,2023,2023,1.0,1,0.671,0.993,0.694,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1400.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
yi-kwang-su,Yi Kwang-su,Korean,Male,24,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.999,0.676,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1200.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
charles-dickens,Charles Dickens,British,Male,42,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
christina-stead,Christina Stead,Australian,Female,38,0,nationality,Sydney,Australia,AU,primary,Oceania,Australia and New Zealand,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
colleen-mccullough,Colleen McCullough,Australian,Female,33,0,nationality,Sydney,Australia,AU,primary,Oceania,Australia and New Zealand,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
doris-lessing,Doris Lessing,British,Female,28,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
herman-melville,Herman Melville,American,Male,20,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
hyun-jin-geon,Hyun Jin-geon,Korean,Male,27,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
kim-su-yong,Kim Su-yong,Korean,Male,25,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
p-k-page,P. K. Page,Canadian,Female,37,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,0,0,,,,1,,,,,,,,"{""unesco"": 0, ""michelin"": 0, ""weather"": 0, ""allocentric"": 0}",,,,,,,,0,,,0.0,0,,,,,,,,,,,,
